,date,country,state,fips,locationId,actuals.cases,actuals.deaths,actuals.positiveTests,actuals.negativeTests,actuals.contactTracers,actuals.hospitalBeds.capacity,actuals.hospitalBeds.currentUsageTotal,actuals.hospitalBeds.currentUsageCovid,actuals.icuBeds.capacity,actuals.icuBeds.currentUsageTotal,actuals.icuBeds.currentUsageCovid,actuals.newCases,actuals.vaccinesDistributed,actuals.vaccinationsInitiated,actuals.vaccinationsCompleted,metrics.testPositivityRatio,metrics.caseDensity,metrics.contactTracerCapacityRatio,metrics.infectionRate,metrics.infectionRateCI90,metrics.icuCapacityRatio,riskLevels.overall,metrics.vaccinationsInitiatedRatio,metrics.vaccinationsCompletedRatio,actuals.newDeaths,actuals.vaccinesAdministered,riskLevels.caseDensity,cdcTransmissionLevel,actuals.vaccinationsAdditionalDose,metrics.vaccinationsAdditionalDoseRatio,metrics.weeklyNewCasesPer100k,metrics.bedsWithCovidPatientsRatio,actuals.hospitalBeds.weeklyCovidAdmissions,metrics.weeklyCovidAdmissionsPer100k,communityLevels.canCommunityLevel
10298,11/24/21,US,FL,12,iso1:us#iso2:us-fl,3680462,61147,4366572,39387145,2600,59124,45000,1367,6423,4762,253,1523,38538075,15318838,13100793,0.028,6.5,0.37,1.03,0.1,0.74,1,0.713,0.61,0,30501707,1,1,2406202,0.112,45.4,0.023,1272,5.9,0
10299,11/25/21,US,FL,12,iso1:us#iso2:us-fl,3680462,61147,4366962,39403201,2600,58628,41421,1255,6417,4597,243,0,38538075,15318838,13100793,0.028,5.2,0.47,1.04,0.1,0.72,1,0.713,0.61,0,30501707,1,1,2406202,0.112,36.6,0.021,1233,5.7,0
10300,11/26/21,US,FL,12,iso1:us#iso2:us-fl,3680462,61147,4368940,39466963,2600,58417,40622,1231,6404,4409,248,0,38538075,15318838,13100793,0.029,4.5,0.57,1.06,0.1,0.69,1,0.713,0.61,0,30501707,1,1,2406202,0.112,31.2,0.021,1188,5.5,0
10301,11/27/21,US,FL,12,iso1:us#iso2:us-fl,3680462,61147,4370397,39508799,2600,58591,41469,1307,6396,4462,244,0,38538075,15318838,13100793,0.03,3.5,0.76,1.08,0.1,0.7,1,0.713,0.61,0,30501707,1,1,2406202,0.112,24.6,0.022,1174,5.5,0
10302,11/28/21,US,FL,12,iso1:us#iso2:us-fl,3681129,61147,4371969,39548295,2600,58650,42038,1299,6390,4484,244,667,38538075,15318838,13100793,0.031,3.1,0.67,1.1,0.1,0.7,1,0.713,0.61,0,30501707,1,1,2406202,0.112,21.5,0.022,1172,5.5,0
10303,11/29/21,US,FL,12,iso1:us#iso2:us-fl,3685918,61538,4374533,39625260,2600,55236,41370,1343,6372,4571,254,4789,38410545,15412472,13172459,0.031,5.7,0.42,1.13,0.1,0.72,1,0.718,0.613,391,30898413,1,1,2626209,0.122,40,0.024,1180,5.5,0
10304,11/30/21,US,FL,12,iso1:us#iso2:us-fl,3687550,61548,4376795,39696096,2600,55670,43835,1340,6414,4851,241,1632,38559025,15422450,13184332,0.031,5.7,0.42,1.15,0.1,0.76,1,0.718,0.614,10,30948643,1,1,2655035,0.124,40.1,0.024,1179,5.5,0
10305,12/1/21,US,FL,12,iso1:us#iso2:us-fl,3689646,61548,4379304,39779179,2600,59329,46609,1312,6419,4880,239,2096,38730695,15437535,13198826,0.031,6.1,0.4,1.17,0.1,0.76,1,0.719,0.615,0,31017086,1,1,2692125,0.125,42.8,0.022,1162,5.4,0
10306,12/2/21,US,FL,12,iso1:us#iso2:us-fl,3691771,61630,4381602,39862098,2600,59282,46800,1343,6410,4933,259,2125,38857805,15468294,13227652,0.031,7.4,0.32,1.2,0.1,0.77,1,0.72,0.616,82,31170744,1,2,2778893,0.129,51.9,0.023,1186,5.5,0
10307,12/3/21,US,FL,12,iso1:us#iso2:us-fl,3693754,61701,4383909,39943841,2600,59310,46822,1311,6433,4952,262,1983,39027525,15485793,13240664,0.03,8.6,0.27,1.23,0.1,0.77,1,0.721,0.616,71,31257401,1,2,2833951,0.132,60.3,0.022,1255,5.8,0
10308,12/4/21,US,FL,12,iso1:us#iso2:us-fl,3695754,61701,4385478,39995666,2600,58617,44823,1288,6347,4722,250,2000,39037335,15516949,13265491,0.03,9.8,0.24,1.26,0.1,0.74,1,0.722,0.618,0,31417561,1,2,2931390,0.136,68.9,0.022,1247,5.8,0
10309,12/5/21,US,FL,12,iso1:us#iso2:us-fl,3695754,61701,4387058,40038803,2600,58889,44201,1321,6384,4689,258,0,38941975,15541524,13285963,0.03,10.6,0.25,1.29,0.1,0.73,2,0.724,0.619,0,31545697,2,2,3010703,0.14,74.4,0.022,1260,5.9,0
10310,12/6/21,US,FL,12,iso1:us#iso2:us-fl,3698468,61789,4389613,40119306,2600,55493,43236,1369,6408,4759,265,2714,38919675,15562658,13307158,0.03,8.3,0.29,1.33,0.1,0.74,2,0.725,0.62,88,31661954,1,2,3081860,0.143,58.4,0.025,1260,5.9,0
10311,12/7/21,US,FL,12,iso1:us#iso2:us-fl,3700143,61789,4392334,40197342,2600,55739,45299,1507,6408,4973,249,1675,39008865,15576135,13321578,0.03,8.4,0.29,1.37,0.1,0.78,2,0.725,0.62,0,31736555,1,2,3127858,0.146,58.6,0.027,1288,6,0
10312,12/8/21,US,FL,12,iso1:us#iso2:us-fl,3702029,61789,4395487,40276348,2600,59317,47524,1428,6411,5043,250,1886,39242385,15578059,13322353,0.032,8.2,0.29,1.41,0.1,0.79,2,0.725,0.62,0,31738676,1,2,3130057,0.146,57.7,0.024,1334,6.2,0
10313,12/9/21,US,FL,12,iso1:us#iso2:us-fl,3704334,62007,4398559,40357988,2600,59192,47589,1377,6397,5045,255,2305,39408285,15579824,13322860,0.033,8.4,0.29,1.45,0.1,0.79,2,0.725,0.62,218,31740679,1,2,3131987,0.146,58.5,0.023,1352,6.3,0
10314,12/10/21,US,FL,12,iso1:us#iso2:us-fl,3706754,62026,4402015,40443565,2600,59461,47461,1394,6450,5048,248,2420,39592205,15640854,13372404,0.035,8.6,0.28,1.49,0.1,0.78,2,0.728,0.623,19,32047070,1,2,3315493,0.154,60.5,0.023,1338,6.2,0
10315,12/11/21,US,FL,12,iso1:us#iso2:us-fl,3709344,62026,4404706,40493390,2600,59048,45832,1384,6433,4904,262,2590,39768025,15662193,13388584,0.037,9,0.27,1.53,0.1,0.76,2,0.729,0.623,0,32146698,1,2,3374659,0.157,63.3,0.023,1368,6.4,0
10316,12/12/21,US,FL,12,iso1:us#iso2:us-fl,3709344,62026,4407934,40544564,2600,58926,44958,1400,6403,4714,283,0,39785225,15681847,13403153,0.04,9.4,0.27,1.57,0.1,0.74,2,0.73,0.624,0,32243922,1,2,3434256,0.16,66,0.024,1392,6.5,0
10317,12/13/21,US,FL,12,iso1:us#iso2:us-fl,3713209,62073,4414261,40633425,2600,55668,43389,1458,6419,4726,280,3865,39783955,15701258,13420759,0.046,9.8,0.25,1.6,0.1,0.74,2,0.731,0.625,47,32340764,1,2,3492030,0.163,68.6,0.026,1377,6.4,0
10318,12/14/21,US,FL,12,iso1:us#iso2:us-fl,3716276,62073,4422748,40722364,2600,55647,44995,1588,6410,4940,281,3067,39969595,15709995,13427577,0.055,10.7,0.23,1.64,0.1,0.77,2,0.731,0.625,0,32385579,2,2,3521647,0.164,75.1,0.029,1433,6.7,0
10319,12/15/21,US,FL,12,iso1:us#iso2:us-fl,3720403,62074,4433872,40816893,2600,59581,47785,1575,6462,5028,276,4127,40092675,15730503,13445468,0.066,12.2,0.2,1.66,0.11,0.78,3,0.732,0.626,1,32476162,2,2,3571488,0.166,85.5,0.026,1438,6.7,0
10320,12/16/21,US,FL,12,iso1:us#iso2:us-fl,3726784,62191,4446388,40919177,2600,59548,47319,1537,6452,4993,276,6381,40182695,15750373,13460713,0.079,14.9,0.16,1.69,0.1,0.77,3,0.733,0.627,117,32567919,2,3,3625154,0.169,104.5,0.026,1482,6.9,0
10321,12/17/21,US,FL,12,iso1:us#iso2:us-fl,3735569,62220,4460852,41026509,2600,59300,46715,1500,6430,4908,283,8785,40629505,15766979,13472644,0.092,19.2,0.13,1.7,0.1,0.76,3,0.734,0.627,29,32642242,2,3,3669073,0.171,134.2,0.025,1547,7.2,0
10322,12/18/21,US,FL,12,iso1:us#iso2:us-fl,3744278,62220,4474202,41106037,2600,59006,45048,1584,6382,4764,280,8709,40429035,15788648,13486427,0.102,23.2,0.1,1.71,0.1,0.75,3,0.735,0.628,0,32739199,2,3,3725967,0.173,162.7,0.027,1653,7.7,0
10323,12/19/21,US,FL,12,iso1:us#iso2:us-fl,3744278,62220,4488913,41179117,2600,58821,43832,1617,6354,4522,279,0,40337415,15808913,13496245,0.113,28.1,0.1,1.71,0.1,0.71,3,0.736,0.628,0,32827218,3,3,3780848,0.176,196.5,0.027,1764,8.2,0
10324,12/20/21,US,FL,12,iso1:us#iso2:us-fl,3762682,62264,4518399,41310807,2600,55262,41863,1690,6372,4541,288,18404,40231805,15827856,13508670,0.133,32.9,0.07,1.7,0.1,0.71,3,0.737,0.629,44,32914753,3,3,3834188,0.179,230.3,0.031,1916,8.9,1
10325,12/21/21,US,FL,12,iso1:us#iso2:us-fl,3775597,62264,4553153,41448919,2600,55346,43101,1918,6378,4709,301,12915,40310565,15842601,13517297,0.152,39.5,0.06,1.69,0.1,0.74,3,0.738,0.629,0,32981346,3,3,3876228,0.18,276.2,0.035,2078,9.7,1
10326,12/22/21,US,FL,12,iso1:us#iso2:us-fl,3795791,62264,4597160,41593850,2600,58131,44494,2050,6442,4773,307,20194,40454525,15861562,13527757,0.174,50.1,0.05,1.67,0.1,0.74,3,0.739,0.63,0,33061992,3,3,3924420,0.183,351,0.035,2342,10.9,2
10327,12/23/21,US,FL,12,iso1:us#iso2:us-fl,3828660,62347,4642917,41736409,2600,57968,43046,2237,6414,4674,330,32869,40601025,15887600,13541346,0.194,67.8,0.04,1.65,0.1,0.73,3,0.74,0.63,83,33172989,3,3,3991202,0.186,474.3,0.039,2645,12.3,2
10328,12/24/21,US,FL,12,iso1:us#iso2:us-fl,3860343,62347,4666739,41809818,2600,58438,41346,2323,6406,4478,337,31683,40640595,15913277,13555197,0.208,83,0.03,1.62,0.1,0.7,5,0.741,0.631,0,33283808,5,3,4057059,0.189,580.9,0.04,2917,13.6,2
10329,12/25/21,US,FL,12,iso1:us#iso2:us-fl,3860343,62347,4675922,41829004,2600,58191,38658,2442,6390,4243,356,0,40639835,15914369,13555387,0.218,93.2,0.03,1.59,0.1,0.66,5,0.741,0.631,0,33285188,5,3,4058307,0.189,652.1,0.042,3190,14.9,2
10330,12/26/21,US,FL,12,iso1:us#iso2:us-fl,3860343,62347,4712818,41910006,2600,58260,39854,2738,6368,4269,375,0,40418075,15914693,13555422,0.235,103,0.03,1.55,0.1,0.67,5,0.741,0.631,0,33285190,5,3,4058418,0.189,720.9,0.047,3528,16.4,2
10331,12/27/21,US,FL,12,iso1:us#iso2:us-fl,3932300,62389,4788147,42063663,2600,55167,40198,3277,6383,4435,405,71957,40346295,15915591,13555645,0.264,112.8,0.02,1.52,0.1,0.69,5,0.741,0.631,42,33285265,5,3,4058654,0.189,789.7,0.059,4005,18.6,2
10332,12/28/21,US,FL,12,iso1:us#iso2:us-fl,3961359,62390,4866753,42221742,2600,55478,42608,3948,6406,4649,457,29059,40346395,15960050,13581777,0.289,123.6,0.02,1.48,0.1,0.73,5,0.743,0.632,1,33483722,5,3,4175578,0.194,864.9,0.071,4655,21.7,2
10333,12/29/21,US,FL,12,iso1:us#iso2:us-fl,4008282,62390,4950411,42383262,2600,59314,45840,4615,6401,4730,499,46923,40605515,15976216,13592919,0.309,141.3,0.02,1.44,0.1,0.74,5,0.744,0.633,0,33545326,5,3,4207154,0.196,989.4,0.078,5451,25.4,2
10334,12/30/21,US,FL,12,iso1:us#iso2:us-fl,4086130,62480,5028953,42541810,2600,59419,46322,5184,6446,4835,549,77848,40667685,16001140,13607439,0.324,171.3,0.01,1.4,0.1,0.75,5,0.745,0.634,90,33644593,5,3,4263127,0.198,1198.8,0.087,6276,29.2,2
10335,12/31/21,US,FL,12,iso1:us#iso2:us-fl,4162522,62504,5074825,42638762,2600,59143,45256,5568,6424,4731,593,76392,40637295,16024367,13620163,0.33,201,0.01,1.36,0.1,0.74,5,0.746,0.634,24,33736822,5,3,4315710,0.201,1406.9,0.094,7096,33,2
10336,1/1/22,US,FL,12,iso1:us#iso2:us-fl,4162522,62504,5091924,42665809,2600,58967,43416,5857,6441,4665,667,0,40598455,16025511,13620380,0.332,217.3,0.01,1.32,0.1,0.72,5,0.746,0.634,0,33738062,5,3,4316782,0.201,1520.8,0.099,7889,36.7,2
10337,1/2/22,US,FL,12,iso1:us#iso2:us-fl,4162522,62504,5147327,42763992,2600,58983,44179,6504,6454,4711,741,0,40585315,16025511,13620380,0.337,233.5,0.01,1.28,0.1,0.73,5,0.746,0.634,0,33738062,5,3,4316782,0.201,1634.7,0.11,8764,40.8,2
10338,1/3/22,US,FL,12,iso1:us#iso2:us-fl,4162522,62504,5250697,42941106,2600,55522,43514,7241,6443,4819,820,0,40557435,16026807,13620652,0.345,249.8,0.02,1.24,0.1,0.75,5,0.746,0.634,0,33738139,5,3,4317155,0.201,1748.6,0.13,9597,44.7,2
10339,1/4/22,US,FL,12,iso1:us#iso2:us-fl,4356308,62541,5344386,43105666,2600,55866,45167,8031,6498,5036,898,193786,40557635,16077670,13648680,0.351,262.7,0.01,1.19,0.1,0.78,5,0.749,0.635,37,33945694,5,3,4436417,0.207,1838.9,0.144,10444,48.6,2
10340,1/5/22,US,FL,12,iso1:us#iso2:us-fl,4415795,62542,5427348,43262131,2600,59812,48332,8681,6514,5187,986,59487,40827295,16093212,13659111,0.352,271.1,0.01,1.15,0.1,0.8,5,0.749,0.636,1,34001604,5,3,4464061,0.208,1897.4,0.145,11223,52.3,2
10341,1/6/22,US,FL,12,iso1:us#iso2:us-fl,4482406,62622,5507041,43418149,2600,59891,48775,9258,6524,5307,1062,66611,42126435,16094653,13659557,0.353,263.6,0.01,1.11,0.1,0.81,5,0.749,0.636,80,34002943,5,3,4465318,0.208,1845.1,0.155,11840,55.1,2
10342,1/7/22,US,FL,12,iso1:us#iso2:us-fl,4559293,62688,5579880,43564195,2600,60096,48765,9761,6517,5322,1168,76887,42126435,16134576,13682220,0.353,263.9,0.01,1.08,0.1,0.82,5,0.751,0.637,66,34154024,5,3,4545339,0.212,1847.4,0.162,12558,58.5,2
10343,1/8/22,US,FL,12,iso1:us#iso2:us-fl,4629207,62688,5625874,43656728,2600,59906,47713,10017,6519,5284,1216,69914,42659205,16154162,13693288,0.35,278.2,0.01,1.04,0.1,0.81,5,0.752,0.638,0,34230411,5,3,4588132,0.214,1947.3,0.167,13206,61.5,2
10344,1/9/22,US,FL,12,iso1:us#iso2:us-fl,4629207,62688,5667967,43736949,2600,60001,47383,10736,6514,5177,1336,0,42655325,16174833,13704741,0.349,287.9,0.01,1,0.1,0.79,5,0.753,0.638,0,34313030,5,3,4635886,0.216,2015.1,0.179,13708,63.8,2
10345,1/10/22,US,FL,12,iso1:us#iso2:us-fl,4755203,62810,5748238,43895651,2600,56433,45880,11233,6501,5219,1398,125996,42651315,16192711,13715796,0.343,297.5,0.01,0.97,0.1,0.8,5,0.754,0.639,122,34387521,5,3,4679386,0.218,2082.8,0.199,14030,65.3,2
10346,1/11/22,US,FL,12,iso1:us#iso2:us-fl,4802912,62813,5813591,44032404,2600,56786,47142,11452,6538,5403,1432,47709,42817975,16206056,13723349,0.336,297.1,0.01,0.93,0.1,0.83,5,0.755,0.639,3,34439255,5,3,4709730,0.219,2079.4,0.202,14232,66.3,2
10347,1/12/22,US,FL,12,iso1:us#iso2:us-fl,4874654,62819,5872811,44161687,2600,60531,49963,11739,6573,5522,1478,71742,42958765,16222855,13732461,0.331,305.2,0.01,0.9,0.1,0.84,5,0.755,0.639,6,34496916,5,3,4739638,0.221,2136.4,0.194,14393,67,2
10349,1/14/22,US,FL,12,iso1:us#iso2:us-fl,4988709,63158,5979601,44411821,2600,60543,49941,11657,6562,5490,1521,59061,43236975,16259156,13754878,0.32,285.6,0.01,0.85,0.1,0.84,5,0.757,0.64,77,34632911,5,3,4813702,0.224,1999.4,0.193,14643,68.2,2
11272,8/23/21,US,GA,13,iso1:us#iso2:us-ga,1298893,21543,1015887,8935736,1570,21367,18081,5919,2792,2590,1420,20895,12743865,5297535,4293117,0.182,74,0.04,1.09,0.1,0.93,3,0.499,0.404,65,9518588,3,3,0,0,518,0.277,5143,48.4,2
11273,8/24/21,US,GA,13,iso1:us#iso2:us-ga,1307900,21588,1025353,8979259,1570,21486,18331,6049,2795,2573,1438,9007,12743865,5298249,4293478,0.181,76.1,0.04,1.07,0.1,0.92,5,0.499,0.404,45,9518650,5,3,0,0,532.5,0.282,5276,49.7,2
11274,8/25/21,US,GA,13,iso1:us#iso2:us-ga,1318192,21676,1035315,9023645,1570,23018,19476,6130,2788,2602,1416,10292,12807285,5357205,4342054,0.181,79.4,0.04,1.06,0.1,0.93,5,0.505,0.409,88,9637399,5,3,0,0,555.7,0.266,5432,51.2,2
11275,8/26/21,US,GA,13,iso1:us#iso2:us-ga,1328713,21767,1043987,9066637,1570,23629,19925,6232,2829,2643,1432,10521,13014175,5358167,4342677,0.182,80.6,0.04,1.05,0.1,0.93,5,0.505,0.409,91,9638282,5,3,0,0,564.5,0.264,5551,52.3,2
11276,8/27/21,US,GA,13,iso1:us#iso2:us-ga,1339537,21826,1051854,9105842,1570,23481,19830,6279,2844,2662,1451,10824,13100055,5359671,4343902,0.18,82.8,0.04,1.04,0.1,0.94,5,0.505,0.409,59,9639569,5,3,0,0,579.6,0.267,5642,53.1,2
11277,8/28/21,US,GA,13,iso1:us#iso2:us-ga,1339537,21826,1056629,9126935,1570,23401,19624,6279,2840,2690,1486,0,13149275,5397628,4375024,0.18,83.4,0.04,1.02,0.1,0.95,5,0.508,0.412,0,9716680,5,3,0,0,584.1,0.268,5705,53.7,2
11278,8/29/21,US,GA,13,iso1:us#iso2:us-ga,1339537,21826,1060108,9140989,1570,23353,19419,6342,2843,2696,1503,0,13169715,5398840,4375765,0.179,84.1,0.04,1.01,0.1,0.95,5,0.508,0.412,0,9717873,5,3,0,0,588.6,0.272,5665,53.4,2
11279,8/30/21,US,GA,13,iso1:us#iso2:us-ga,1361867,21911,1069537,9182285,1570,21768,18509,6340,2848,2698,1494,22330,13169995,5399366,4376166,0.179,84.7,0.03,0.99,0.1,0.95,5,0.509,0.412,85,9718255,5,3,0,0,593.1,0.291,5645,53.2,2
11280,8/31/21,US,GA,13,iso1:us#iso2:us-ga,1372605,22007,1077649,9220052,1570,21432,18605,6402,2833,2710,1507,10738,13206095,5400175,4376696,0.178,87.1,0.03,0.98,0.1,0.96,5,0.509,0.412,96,9718567,5,3,0,0,609.4,0.299,5566,52.4,2
11281,9/1/21,US,GA,13,iso1:us#iso2:us-ga,1382004,22132,1085619,9260071,1570,23241,19883,6494,2827,2701,1491,9399,13297595,5480606,4444517,0.175,85.9,0.03,0.97,0.1,0.96,5,0.516,0.419,125,9882512,5,3,0,0,601,0.279,5446,51.3,2
11282,9/2/21,US,GA,13,iso1:us#iso2:us-ga,1390154,22263,1093381,9302437,1570,23406,20011,6510,2818,2705,1514,8150,13447665,5482095,4445340,0.173,82.7,0.04,0.96,0.1,0.96,5,0.516,0.419,131,9883793,5,3,0,0,578.7,0.278,5339,50.3,2
11283,9/3/21,US,GA,13,iso1:us#iso2:us-ga,1401865,22373,1100219,9336970,1570,23454,19750,6458,2815,2685,1482,11711,13519905,5515631,4467825,0.173,83.9,0.04,0.95,0.1,0.95,5,0.519,0.421,110,9945905,5,3,0,0,587,0.275,5271,49.6,2
11284,9/4/21,US,GA,13,iso1:us#iso2:us-ga,1401865,22373,1104286,9354706,1570,23344,19208,6318,2848,2729,1489,0,13637925,5516935,4468684,0.173,82.5,0.04,0.94,0.1,0.96,5,0.52,0.421,0,9947287,5,3,0,0,577.8,0.271,5221,49.2,2
11285,9/5/21,US,GA,13,iso1:us#iso2:us-ga,1401865,22373,1107694,9369591,1570,23380,18905,6268,2845,2691,1479,0,13636825,5517903,4469282,0.172,81.2,0.04,0.93,0.1,0.95,5,0.52,0.421,0,9948681,5,3,0,0,568.7,0.268,5190,48.9,2
11286,9/6/21,US,GA,13,iso1:us#iso2:us-ga,1401865,22373,1110493,9380405,1570,21279,17479,6369,2849,2688,1534,0,13636825,5518205,4469473,0.171,79.9,0.05,0.92,0.1,0.94,5,0.52,0.421,0,9949030,5,3,0,0,559.5,0.299,5200,49,2
11287,9/7/21,US,GA,13,iso1:us#iso2:us-ga,1427735,22590,1118510,9421306,1570,21495,18062,6464,2839,2701,1562,25870,13636825,5518435,4469605,0.169,74.2,0.04,0.91,0.1,0.95,3,0.52,0.421,217,9949267,3,3,0,0,519.2,0.301,5125,48.3,2
11288,9/8/21,US,GA,13,iso1:us#iso2:us-ga,1436172,22639,1126003,9468424,1570,23477,19597,6401,2855,2720,1597,8437,13644345,5598938,4539735,0.162,72.9,0.04,0.9,0.1,0.95,3,0.527,0.428,49,10112910,3,3,0,0,510.2,0.273,5058,47.6,2
11289,9/9/21,US,GA,13,iso1:us#iso2:us-ga,1443564,22820,1132485,9507912,1570,23438,19747,6302,2873,2774,1594,7392,13737815,5599998,4540409,0.16,71.9,0.04,0.89,0.1,0.97,3,0.527,0.428,181,10114310,3,3,0,0,503,0.269,4954,46.7,2
11290,9/10/21,US,GA,13,iso1:us#iso2:us-ga,1451731,22968,1138680,9545328,1570,23390,19829,6254,2893,2763,1648,8167,13790365,5601650,4541542,0.156,67.1,0.04,0.88,0.1,0.96,3,0.528,0.428,148,10115879,3,3,0,0,469.7,0.267,4894,46.1,2
11291,9/11/21,US,GA,13,iso1:us#iso2:us-ga,1451731,22968,1142259,9565567,1570,22815,18543,5890,2820,2695,1589,0,13903725,5603440,4542440,0.153,65.5,0.04,0.87,0.1,0.96,3,0.528,0.428,0,10117678,3,3,0,0,458.2,0.258,4768,44.9,2
11292,9/12/21,US,GA,13,iso1:us#iso2:us-ga,1451731,22968,1145644,9581865,1570,22728,18511,5803,2786,2679,1584,0,13903725,5605337,4543373,0.152,63.8,0.04,0.87,0.1,0.96,3,0.528,0.428,0,10119826,3,3,0,0,446.7,0.255,4669,44,2
11293,9/13/21,US,GA,13,iso1:us#iso2:us-ga,1467477,23121,1152337,9619844,1570,21346,18099,5923,2876,2698,1583,15746,13903725,5606349,4543909,0.149,62.2,0.03,0.86,0.1,0.94,3,0.528,0.428,153,10120458,3,3,0,0,435.2,0.277,4482,42.2,2
11294,9/14/21,US,GA,13,iso1:us#iso2:us-ga,1474572,23242,1158106,9659443,1570,21424,18360,5798,2847,2703,1571,7095,13917805,5608670,4544963,0.143,63,0.05,0.85,0.1,0.95,3,0.528,0.428,121,10120898,3,3,0,0,441.1,0.271,4351,41,2
11295,9/15/21,US,GA,13,iso1:us#iso2:us-ga,1480574,23467,1163232,9699606,1570,23369,19705,5745,2873,2703,1521,6002,14040285,5681047,4622000,0.139,59.7,0.05,0.84,0.1,0.94,3,0.535,0.435,225,10284452,3,3,0,0,418.2,0.246,4247,40,2
11296,9/16/21,US,GA,13,iso1:us#iso2:us-ga,1486285,23657,1167999,9737605,1570,23405,19729,5613,2872,2688,1515,5711,14080305,5682508,4622898,0.134,57.5,0.05,0.84,0.1,0.94,3,0.535,0.435,190,10285679,3,3,0,0,402.4,0.24,4158,39.2,2
11297,9/17/21,US,GA,13,iso1:us#iso2:us-ga,1491838,23767,1172834,9774683,1570,23314,19414,5485,2865,2664,1497,5553,14134065,5709654,4657281,0.13,54,0.05,0.83,0.1,0.93,3,0.538,0.439,110,10353443,3,3,0,0,377.7,0.235,3984,37.5,2
11298,9/18/21,US,GA,13,iso1:us#iso2:us-ga,1491838,23767,1175585,9793306,1570,23252,18875,5232,2859,2640,1425,0,14170165,5728948,4677961,0.128,52.1,0.05,0.83,0.1,0.92,3,0.54,0.441,0,10396999,3,3,0,0,364.5,0.225,3861,36.4,2
11299,9/19/21,US,GA,13,iso1:us#iso2:us-ga,1491838,23767,1177694,9806443,1570,22585,17787,4896,2708,2512,1364,0,14170165,5730070,4678648,0.125,50.2,0.05,0.82,0.1,0.93,3,0.54,0.441,0,10398214,3,3,0,0,351.2,0.217,3707,34.9,2
11300,9/20/21,US,GA,13,iso1:us#iso2:us-ga,1503350,23947,1181798,9840112,1570,21012,17177,5003,2817,2525,1388,11512,14170165,5730596,4679131,0.118,48.3,0.06,0.82,0.1,0.9,3,0.54,0.441,180,10398423,3,3,0,0,337.9,0.238,3576,33.7,2
11301,9/21/21,US,GA,13,iso1:us#iso2:us-ga,1510443,24114,1185685,9876090,1570,21224,17512,4907,2849,2610,1392,7093,14203585,5731236,4679672,0.113,48.3,0.06,0.82,0.1,0.92,3,0.54,0.441,167,10398536,3,3,0,0,337.9,0.231,3510,33.1,2
11302,9/22/21,US,GA,13,iso1:us#iso2:us-ga,1515076,24298,1189236,9908910,1570,23142,18967,4623,2785,2592,1304,4633,14243455,5757805,4718249,0.111,46.4,0.06,0.81,0.1,0.93,3,0.542,0.444,184,10470052,3,3,0,0,325,0.2,3403,32.1,2
11303,9/23/21,US,GA,13,iso1:us#iso2:us-ga,1519511,24498,1192807,9941373,1570,23123,18816,4517,2794,2586,1268,4435,14327025,5770336,4737079,0.109,44.7,0.07,0.81,0.1,0.93,3,0.543,0.446,200,10504413,3,3,0,0,312.9,0.195,3304,31.1,2
11304,9/24/21,US,GA,13,iso1:us#iso2:us-ga,1523763,24632,1196032,9972069,1570,23157,18602,4337,2758,2584,1214,4252,14355455,5789931,4765575,0.105,43,0.07,0.81,0.1,0.94,3,0.545,0.449,134,10557742,3,3,0,0,300.7,0.187,3204,30.2,2
11305,9/25/21,US,GA,13,iso1:us#iso2:us-ga,1523763,24632,1197938,9987305,1570,23058,18108,4110,2769,2518,1195,0,14380645,5801213,4784239,0.103,41.5,0.07,0.81,0.1,0.91,3,0.546,0.451,0,10590170,3,3,0,0,290.4,0.178,3111,29.3,2
11306,9/26/21,US,GA,13,iso1:us#iso2:us-ga,1523763,24632,1199573,9998510,1570,23043,17940,4067,2788,2534,1192,0,14380505,5802240,4785389,0.102,40,0.07,0.81,0.1,0.91,3,0.546,0.451,0,10591582,3,3,0,0,280.2,0.176,3119,29.4,2
11307,9/27/21,US,GA,13,iso1:us#iso2:us-ga,1532011,24766,1202885,10030249,1570,21284,16872,3970,2753,2501,1180,8248,14380645,5802722,4785671,0.1,38.6,0.08,0.81,0.1,0.91,3,0.547,0.451,134,10591698,3,3,0,0,269.9,0.187,3073,28.9,2
11308,9/28/21,US,GA,13,iso1:us#iso2:us-ga,1535746,24902,1205905,10061581,1570,21344,17169,3876,2773,2525,1158,3735,14444325,5803322,4785984,0.098,34,0.09,0.81,0.1,0.91,3,0.547,0.451,136,10591806,3,3,0,0,238.3,0.182,2961,27.9,2
11309,9/29/21,US,GA,13,iso1:us#iso2:us-ga,1539887,25076,1208584,10091692,1570,23152,18637,3764,2753,2488,1102,4141,14459635,5820906,4813611,0.096,33.4,0.09,0.81,0.1,0.9,3,0.548,0.453,174,10648942,3,3,0,0,233.7,0.163,2857,26.9,2
11310,9/30/21,US,GA,13,iso1:us#iso2:us-ga,1544381,25224,1210689,10118600,1570,23206,18666,3667,2762,2478,1047,4494,14475205,5828605,4823331,0.092,33.5,0.09,0.81,0.1,0.9,3,0.549,0.454,148,10673110,3,3,0,0,234.2,0.158,2780,26.2,2
